name,address,booth,fax,phone,website,twitter,facebook,instagram,linkedin,url
Flex Trim/Carter Millwork,"117 Cedar Lane Drive Lexington, NC 27292USA",4046,(800) 861-0737,(800) 861-0734,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4046
"Prona Tools, Inc.","4141 Grandview Hwy Burnaby, BC V5C 4J1Canada",4047,fax not availabl,(604) 436-0061,http://www.pronatools.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4047
EGGER Wood Products,"300 Egger Parkway Linwood, NC 27299USA",4101,fax not availabl,(336) 253-4920,https://www.egger.com/en/?country=US,Twitter not availabl,https://www.facebook.com/EGGERNorthAmerica/,https://www.instagram.com/eggernorthamerica/,https://www.linkedin.com/company/egger-group-north-america/,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4101
"Pride Industrial, LLC","15221 Fairfield Ranch Road, Unit 120 Chino Hills, CA 91709USA",4105,(909) 334-4377,(909) 334-4388,http://www.prideindustrial.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4105
"TradeSoft, Inc.","3225 Shallowford Road, Suite 330 Marietta, GA 30062USA",4111,(770) 579-0221,(770) 579-9096,http://www.tradesoftinc.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4111
Supra Machine Tool,"2320 E. Valencia Dr. Fullerton, CA 92831USA",4117,(714) 871-5554,(714) 871-5558,https://www.ebay.com/str/supramachinetool,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4117
Tong's Hardware and Plastic Products LLC,"49 Whitney St , SF, CA, 94131, US SF, California 94131USA",4119,fax not availabl,(415) 939-4533,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4119
"Excel Dowel & Wood Products, LLC.","800 Baker Drive Itasca, IL 60143USA",4122,(630) 775-0100,(630) 775-9300,https://www.exceldowel.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4122
LioPac LLC & Co,"12863 San Fernando Road Sylmar, CA 91342USA",4123,fax not availabl,(310) 741-0306,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4123
"Hong Jeu Industrial Co., Ltd.","61 Anle St. Sioushuei Changhua, Taiwan 50445Taiwan R.O.C.",4125,886 47 695356,886 47 695821,https://www.hongjeu.com.tw/,Twitter not availabl,https://www.facebook.com/hongjeu.tw,https://www.instagram.com/hongjeu.tw,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4125
Lola Soap,"4840 W UNIVERSITY AVE SUITE A3 LAS VEGAS, NV 89103United States",4126,fax not availabl,7253009759,http://www.lolasoap.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4126
Charter Industries Inc,"3900 S Greenbrooke Dr., SE Kentwood, MI 49512USA",4127,(616) 245-1188,(800) 538-9088,http://www.charterindustries.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4127
"Crystal Element, Inc","28 Champa street NEWTON U F, MA 02464United States of America",4130,fax not availabl,6173143020,https://www.crystalelement.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4130
MachMotion,"14518 County Road 7240 Newburg, MO 65550USA",4131,fax not availabl,(573) 368-7399,http://www.machmotion.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4131
Mid-Coast Mfg & Supply,"755 Egret Walk Ln Venice, FL 34292USA",4134,fax not availabl,5738367768,http://www.panelbuddies.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4134
David Musty putters,"17308 woodruff ave bellflower, ca 90706United States of America",4135,fax not availabl,5625229995,http://www.davidmustyputters.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4135
Bissell Commerical,"100 Armstrong Road Plymouth, MA 02360USA",4138,fax not availabl,(800) 242-1378,http://www.bissellcommercial.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4138
3A Composites USA Inc.,"721 Jetton Street, Ste.325 Davidson, NC 28036USA",4141,fax not availabl,800.626.3365,http://www.3acomposites.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4141
RGI SPRAYBOOTHS.NET,"410 E Grant Line Rd Tracy, CA 95376United States of America",4147,fax not availabl,5627168210,http://RGI  | Spray Booth Co.,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4147
Ventless LLC.,"23-24 Brisbane Road Toronto, Ontario, M3J 2K1Canada",4201,fax not availabl,(646) 696-0809,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4201
Hubtex North America,"20 Joseph Mills Dr Fredericksburg, VA 22408USA",4205,(540) 898-8143,(540) 898-8636,http://www.hubtex.com/northamerica,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4205
Simona America Industries,"101 Power Blvd. Archbald, PA 18403USA",4211,(570) 876-0166,(800) 233-4701,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4211
GlideRite Hardware,"6261 Prescott Court Chino, CA 91710-7112United States of America",4213,fax not availabl,(909) 591-7555,https://www.gliderite.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4213
"Ecogate, Inc.","5669 Whitnall Way North Hollywood, CA 91601",4216,(818) 506-6971,(818) 506-6016,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4216
"PlateAll, Inc.","1820 Parkman Ave. Baltimore, MD 21230USA",4222,(410) 646-0045,(410) 644-0777,http://www.plateall.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4222
Accoya Wood,"Accsys Sales Office Building 470, 200 S. Wilcox Dr Kingsport, TN 37660United States of America",4223,fax not availabl,423-417-8393,http://www.accoya.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4223
CRP Industries Inc./PERSKE,"35 Commerce Drive Cranbury, NJ 08512United States of America",4231,(609) 655-5300,(800) 526-4066,https://www.crpindustrial.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4231
VST Global LLC,"17150 Newhope St. #409 Fountain Valley, CA 92708United States of America",4233,fax not availabl,(949) 656-9926,https://vstledstore.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4233
King Plastic Corporation,"1100 N. Toledo Blade Blvd. North Port, FL 34288USA",4239,(941) 497-3274,(941) 493-5502,http://www.kingplastic.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4239
Fifth Gear Technologies,"106 Wind Chime Ct. Raleigh, NC 27615USA",4247,(919) 676-9093,(919) 676-2244,https://fifthgeartech.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4247
Rincomatic,"P. Ind. Avenida 2 - Naves 5-6 Villamalea, AB 02270Spain",4317,fax not availabl,1 718 909 5682,http://www.rincomatic.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4317
INDASA USA,"23 MADISON RD. FAIRFIELD, NJ 07004United States of America",4339,(973) 916-0092,9739138243,http://www.indasa-abrasives.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4339
ClosetPro Software,"PO Box 4093 Middletown, NJ 07748USA",4363,fax not availabl,(866) 418-1328,http://www.closetprosoftware.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4363
Granite Valley,"500 County Highway S New London, WI 54961United States of America",4369,fax not availabl,(920) 982-2542,https://granitevalley.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4369
AWFS Fair STAGE,"2400 E Katella Ave, Suite 340 Anaheim, CA 92806USA",4675,fax not availabl,phone not availabl,http://www.awfsfair.org/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4675
SandWox Abrasives Inc.,"2260 S. Archibald Ave, Unit E Ontario, CA 91761United States of America",501,fax not availabl,5137263969,http://www.sandwox.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=501
Flexijet North America,"40 Hester Ave Ajax, Ontario L1T 3Y6Canada",507,fax not availabl,1-844-693-5394,http://www.myflexijet.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=507
ROBOTIME,"23 South Front Street Salem, NJ 08079United States of America",917,cs@gmsllc.cc,302-690-8662,https://robotime.com/about-robotime/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=917
"Olympus Lock, Inc.","18424 Highway 99 Lynnwood, WA 98037United States of America",922,2063623569,2063623290,http://www.olympuslock.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=922
"Denray Machine, Inc.","10775 Lawrence 1140 Mount Vernon, MO 65712USA",923,(417) 466-2394,4174664046,http://www.denray.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=923
REGISTRATION,,Lobby 1,fax not availabl,phone not availabl,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=Lobby%201
AWFS Fair Visionary New Product Showcases,,Lobby 2,fax not availabl,phone not availabl,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=Lobby%202
